scientific_name,year_discovered,family_scientific_name
"Pucrasia Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Rhizothera Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Malacoptila Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucconidae')
"Campethera Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Micrastur Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Myrmeciza Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Rhinocrypta Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhinocryptidae')
"Machetornis Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Calocitta Gray, GR, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Ocyphaps Gray, GR, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Geophaps Gray, GR, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Threskiornis Gray, GR, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Threskiornithidae')
"Napothera Gray, GR, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Pellorneidae')
"Hymenolaimus Gray, GR, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Oreophasis Gray, GR, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Cracidae')
"Thinornis Gray, GR, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Strigops Gray, GR, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigopidae')
"Rallina Gray, GR, 1846",1846,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Pluvianellus Gray, GR, 1846",1846,(SELECT scientific_name FROM families WHERE scientific_name = 'Pluvianellidae')
"Carpornis Gray, GR, 1846",1846,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Myiomela Gray, GR, 1846",1846,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Phegornis Gray, GR, 1847",1847,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Bostrychia Gray, GR, 1847",1847,(SELECT scientific_name FROM families WHERE scientific_name = 'Threskiornithidae')
"Salpornis Gray, GR, 1847",1847,(SELECT scientific_name FROM families WHERE scientific_name = 'Certhiidae')
"Argusianus Gray, GR, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Trugon Gray, GR, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Pseudastur Gray, GR, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Neochmia Gray, GR, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Chaetocercus Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Amazilis Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Afrotis Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Lewinia Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Coturnicops Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Laterallus Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Coenocorypha Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Stiltia Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Glareolidae')
"Buccanodon Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Lybiidae')
"Touit Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Xenicus Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Acanthisittidae')
"Ramphotrigon Gray, GR, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Henicopernis Gray, GR, 1859",1859,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Semioptera Gray, GR, 1859",1859,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Habroptila Gray, GR, 1861",1861,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Henicophaps Gray, GR, 1862",1862,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Phoeniconaias Gray, GR, 1869",1869,(SELECT scientific_name FROM families WHERE scientific_name = 'Phoenicopteridae')
"Chaetoptila Gray, GR, 1869",1869,(SELECT scientific_name FROM families WHERE scientific_name = 'Mohoidae')
"Kenopia Gray, GR, 1869",1869,(SELECT scientific_name FROM families WHERE scientific_name = 'Pellorneidae')
"Psittaculirostris Gray, JE & Gray, GR, 1859",1859,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Colonia Gray, JE, 1828",1828,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Tetraogallus Gray, JE, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Chrysolophus Gray, JE, 1834",1834,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Cossyphicula Grote, 1934",1934,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Sheppardia Haagner, 1909",1909,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Gactornis Han, Robbins & Braun, M, 2010",2010,(SELECT scientific_name FROM families WHERE scientific_name = 'Caprimulgidae')
"Nesoctites Hargitt, 1890",1890,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Androphobus Hartert, EJO & Paludan, 1934",1934,(SELECT scientific_name FROM families WHERE scientific_name = 'Psophodidae')
"Aeronautes Hartert, EJO, 1892",1892,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Glossoptilus Hartert, EJO, 1896",1896,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Sapayoa Hartert, EJO, 1903",1903,(SELECT scientific_name FROM families WHERE scientific_name = 'Sapayoidae')
"Goodfellowia Hartert, EJO, 1903",1903,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Hypocryptadius Hartert, EJO, 1903",1903,(SELECT scientific_name FROM families WHERE scientific_name = 'Passeridae')
"Xenocopsychus Hartert, EJO, 1907",1907,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Graueria Hartert, EJO, 1908",1908,(SELECT scientific_name FROM families WHERE scientific_name = 'Acrocephalidae')
"Mandingoa Hartert, EJO, 1919",1919,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Guadalcanaria Hartert, EJO, 1929",1929,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Nicator Hartlaub & Finsch, 1870",1870,(SELECT scientific_name FROM families WHERE scientific_name = 'Nicatoridae')
"Onychognathus Hartlaub, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Ornithion Hartlaub, 1853",1853,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Rhodinocichla Hartlaub, 1853",1853,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhodinocichlidae')
"Himantornis Hartlaub, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Stiphrornis Hartlaub, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Verreauxia Hartlaub, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Melocichla Hartlaub, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Macrosphenidae')
"Erythrocercus Hartlaub, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Erythrocercidae')
"Pholidornis Hartlaub, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Hyliidae')
"Chunga Hartlaub, 1860",1860,(SELECT scientific_name FROM families WHERE scientific_name = 'Cariamidae')
"Cyanograucalus Hartlaub, 1861",1861,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Pseudochelidon Hartlaub, 1861",1861,(SELECT scientific_name FROM families WHERE scientific_name = 'Hirundinidae')
"Tylas Hartlaub, 1862",1862,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Heleia Hartlaub, 1865",1865,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Crossleyia Hartlaub, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Bernieridae')
"Drymocichla Hartlaub, 1881",1881,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Phyllolais Hartlaub, 1881",1881,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Eminia Hartlaub, 1881",1881,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Gallicolumba Heck, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Corythaeola Heine, 1860",1860,(SELECT scientific_name FROM families WHERE scientific_name = 'Musophagidae')
"Baeopogon Heine, 1860",1860,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Illadopsis Heine, 1860",1860,(SELECT scientific_name FROM families WHERE scientific_name = 'Pellorneidae')
"Chamaetylas Heine, 1860",1860,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Polyonymus Heine, 1863",1863,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Polyerata Heine, 1863",1863,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Sarothrura Heine, 1890",1890,(SELECT scientific_name FROM families WHERE scientific_name = 'Sarothruridae')
"Polemaetus Heine, 1890",1890,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Pionites Heine, 1890",1890,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Jabiru Hellmayr, 1906",1906,(SELECT scientific_name FROM families WHERE scientific_name = 'Ciconiidae')
"Sipia Hellmayr, 1924",1924,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Limnoctites Hellmayr, 1925",1925,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Uromyias Hellmayr, 1927",1927,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Tolmomyias Hellmayr, 1927",1927,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Cnemotriccus Hellmayr, 1927",1927,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Neoxolmis Hellmayr, 1927",1927,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Neothraupis Hellmayr, 1936",1936,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Lophoceros Hemprich & Ehrenberg, 1833",1833,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Tinamus Hermann, 1783",1783,(SELECT scientific_name FROM families WHERE scientific_name = 'Tinamidae')
"Sagittarius Hermann, 1783",1783,(SELECT scientific_name FROM families WHERE scientific_name = 'Sagittariidae')
"Lybius Hermann, 1783",1783,(SELECT scientific_name FROM families WHERE scientific_name = 'Lybiidae')
"Myrmornis Hermann, 1783",1783,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Dendrocolaptes Hermann, 1804",1804,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Aegithalos Hermann, 1804",1804,(SELECT scientific_name FROM families WHERE scientific_name = 'Aegithalidae')
"Ducula Hodgson, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Nisaetus Hodgson, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Yuhina Hodgson, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Cochoa Hodgson, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Arborophila Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Lerwa Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Perdicula Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Hirundapus Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Ninox Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Sasia Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Tesia Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Cettiidae')
"Suthora Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradoxornithidae')
"Cutia Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Minla Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Niltava Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Larvivora Hodgson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Crossoptilon Hodgson, 1838",1838,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Butastur Hodgson, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Grandala Hodgson, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Pseudibis Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Threskiornithidae')
"Aceros Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Hemipus Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Erpornis Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Vireonidae')
"Pnoepyga Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Pnoepygidae')
"Stachyris Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Timaliidae')
"Saroglossa Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Pyrrhoplectes Hodgson, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Horornis Hodgson, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Cettiidae')
"Tarsiger Hodgson, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Alaudala Horsfield & Moore, F, 1858",1858,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Eurylaimus Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Eurylaimidae')
"Mirafra Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Megalurus Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Locustellidae')
"Prinia Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Orthotomus Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Timalia Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Timaliidae')
"Pomatorhinus Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Timaliidae')
"Irena Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Irenidae')
"Brachypteryx Horsfield, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Calyptomena Horsfield, 1822",1822,(SELECT scientific_name FROM families WHERE scientific_name = 'Calyptomenidae')
"Steatornis Humboldt, 1814",1814,(SELECT scientific_name FROM families WHERE scientific_name = 'Steatornithidae')
