scientific_name,common_name,year_discovered,genus_scientific_name
"Neodrepanis hypoxantha Salomonsen, 1933",Yellow-bellied Sunbird-Asity,1933,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Neodrepanis Sharpe, 1875')"
"Rhabdornis grandis Salomonsen, 1953",Grand Rhabdornis,1953,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhabdornis Reichenbach, 1853')"
"Aegotheles bennettii Salvadori & DAlbertis, 1875",Barred Owlet-nightjar,1875,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aegotheles Vigors & Horsfield, 1827')"
"Megatriorchis doriae Salvadori & DAlbertis, 1875",Dorias Goshawk,1875,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Megatriorchis Salvadori & DAlbertis, 1875')"
"Circus spilothorax Salvadori & DAlbertis, 1875",Papuan Harrier,1875,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Circus Lacpde, 1799')"
"Cracticus mentalis Salvadori & DAlbertis, 1875",Black-backed Butcherbird,1875,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cracticus Vieillot, 1816')"
"Pachycephala leucogastra Salvadori & DAlbertis, 1875",White-bellied Whistler,1875,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pachycephala Vigors, 1825')"
"Pachyramphus xanthogenys Salvadori & Festa, 1898",Yellow-cheeked Becard,1898,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pachyramphus Gray, GR, 1839')"
"Cissa hypoleuca Salvadori & Giglioli, 1885",Indochinese Green Magpie,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cissa Boie, F, 1826')"
"Mirafra erythrocephala Salvadori & Giglioli, 1885",Indochinese Bush Lark,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Mirafra Horsfield, 1821')"
"Myrmotherula minor Salvadori, 1864",Salvadoris Antwren,1864,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myrmotherula Sclater, PL, 1858')"
"Gyps africanus Salvadori, 1865",White-backed Vulture,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Gyps Savigny, 1809')"
"Buteo auguralis Salvadori, 1866",Red-necked Buzzard,1866,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Buteo Lacpde, 1799')"
"Prionochilus xanthopygius Salvadori, 1868",Yellow-rumped Flowerpecker,1868,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Prionochilus Strickland, 1841')"
"Euphonia mesochrysa Salvadori, 1873",Bronze-green Euphonia,1873,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Euphonia Desmarest, 1806')"
"Chrysococcyx meyerii Salvadori, 1874",White-eared Bronze Cuckoo,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chrysococcyx Boie, F, 1826')"
"Gymnophaps albertisii Salvadori, 1874",Papuan Mountain Pigeon,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Gymnophaps Salvadori, 1874')"
"Sericornis beccarii Salvadori, 1874",Tropical Scrubwren,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sericornis Gould, 1838')"
"Rhipidura leucothorax Salvadori, 1874",White-bellied Thicket Fantail,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhipidura Vigors & Horsfield, 1827')"
"Rhipidura albolimbata Salvadori, 1874",Friendly Fantail,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhipidura Vigors & Horsfield, 1827')"
"Zosterops uropygialis Salvadori, 1874",Golden-bellied White-eye,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Harpyopsis novaeguineae Salvadori, 1875",Papuan Eagle,1875,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Harpyopsis Salvadori, 1875')"
"Aegotheles insignis Salvadori, 1876",Feline Owlet-nightjar,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aegotheles Vigors & Horsfield, 1827')"
"Aegotheles affinis Salvadori, 1876",Vogelkop Owlet-nightjar,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aegotheles Vigors & Horsfield, 1827')"
"Macropygia nigrirostris Salvadori, 1876",Bar-tailed Cuckoo-Dove,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Macropygia Swainson, 1837')"
"Goura sclaterii Salvadori, 1876",Sclaters Crowned Pigeon,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Goura Stephens, 1819')"
"Myzomela adolphinae Salvadori, 1876",Mountain Myzomela,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myzomela Vigors & Horsfield, 1827')"
"Gerygone ruficollis Salvadori, 1876",Brown-breasted Gerygone,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Gerygone Gould, 1841')"
"Melanocharis longicauda Salvadori, 1876",Mid-mountain Berrypecker,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melanocharis Sclater, PL, 1858')"
"Rhamphocharis crassirostris Salvadori, 1876",Thick-billed Berrypecker,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhamphocharis Salvadori, 1876')"
"Oedistoma pygmaeum Salvadori, 1876",Pygmy Longbill,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Oedistoma Salvadori, 1876')"
"Pachycephala hyperythra Salvadori, 1876",Rusty Whistler,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pachycephala Vigors, 1825')"
"Rhipidura atra Salvadori, 1876",Black Fantail,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhipidura Vigors & Horsfield, 1827')"
"Grallina bruijnii Salvadori, 1876",Torrent-lark,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Grallina Vieillot, 1816')"
"Manucodia jobiensis Salvadori, 1876",Jobi Manucode,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Manucodia Boddaert, 1783')"
"Drymodes beccarii Salvadori, 1876",Papuan Scrub Robin,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Drymodes Gould, 1841')"
"Zosterops chrysolaemus Salvadori, 1876",Black-fronted White-eye,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Zosterops fuscicapilla Salvadori, 1876",Capped White-eye,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Talegalla fuscirostris Salvadori, 1877",Black-billed Brushturkey,1877,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Talegalla Lesson, RP, 1828')"
"Cacomantis aeruginosus Salvadori, 1878",Moluccan Cuckoo,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cacomantis Mller, S, 1843')"
"Glycichaera fallax Salvadori, 1878",Green-backed Honeyeater,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Glycichaera Salvadori, 1878')"
"Myzomela rubrotincta Salvadori, 1878",Red-tinged Myzomela,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myzomela Vigors & Horsfield, 1827')"
"Philemon meyeri Salvadori, 1878",Meyers Friarbird,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Philemon Vieillot, 1816')"
"Gerygone hypoxantha Salvadori, 1878",Biak Gerygone,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Gerygone Gould, 1841')"
"Edolisoma dispar Salvadori, 1878",Kai Cicadabird,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Edolisoma Pucheran, 1853')"
"Zosterops buruensis Salvadori, 1878",Buru White-eye,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Zosterops novaeguineae Salvadori, 1878",Papuan White-eye,1878,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Caprimulgus pulchellus Salvadori, 1879",Salvadoris Nightjar,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Caprimulgus Linnaeus, 1758')"
"Carpococcyx viridis Salvadori, 1879",Sumatran Ground Cuckoo,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Carpococcyx Gray, GR, 1840')"
"Zosterops atricapilla Salvadori, 1879",Black-capped White-eye,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Cochoa beccarii Salvadori, 1879",Sumatran Cochoa,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cochoa Hodgson, 1836')"
"Niltava sumatrana Salvadori, 1879",Rufous-vented Niltava,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Niltava Hodgson, 1837')"
"Brachypteryx saturata Salvadori, 1879",Sumatran Shortwing,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Brachypteryx Horsfield, 1821')"
"Myzomela erythromelas Salvadori, 1881",Black-bellied Myzomela,1881,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myzomela Vigors & Horsfield, 1827')"
"Zosterops hypoxanthus Salvadori, 1881",Bismarck White-eye,1881,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Collocalia marginata Salvadori, 1882",Grey-rumped Swiftlet,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Collocalia Gray, GR, 1840')"
"Caprimulgus fraenatus Salvadori, 1884",Sombre Nightjar,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Caprimulgus Linnaeus, 1758')"
"Macropygia modiglianii Salvadori, 1887",Barusan Cuckoo-Dove,1887,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Macropygia Swainson, 1837')"
"Gracula robusta Salvadori, 1887",Nias Hill Myna,1887,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Gracula Linnaeus, 1758')"
"Niltava oatesi Salvadori, 1887",Chinese Vivid Niltava,1887,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Niltava Hodgson, 1837')"
"Cisticola cinereolus Salvadori, 1888",Ashy Cisticola,1888,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cisticola Kaup, 1829')"
"Pachycephala meyeri Salvadori, 1890",Vogelkop Whistler,1890,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pachycephala Vigors, 1825')"
"Pyrrhura emma Salvadori, 1891",Venezuelan Parakeet,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pyrrhura Bonaparte, 1856')"
"Cyanoramphus subflavescens Salvadori, 1891",Lord Howe Parakeet,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanoramphus Bonaparte, 1854')"
"Myzomela pulchella Salvadori, 1891",New Ireland Myzomela,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myzomela Vigors & Horsfield, 1827')"
"Macropygia cinnamomea Salvadori, 1892",Enggano Cuckoo-Dove,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Macropygia Swainson, 1837')"
"Gracula enganensis Salvadori, 1892",Enggano Hill Myna,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Gracula Linnaeus, 1758')"
"Geokichla leucolaema Salvadori, 1892",Enggano Thrush,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Geokichla Mller, S, 1836')"
"Melanocharis striativentris Salvadori, 1895",Streaked Berrypecker,1895,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melanocharis Sclater, PL, 1858')"
"Syma megarhyncha Salvadori, 1896",Mountain Kingfisher,1896,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Syma Lesson, RP, 1827')"
"Pyrrhura griseipectus Salvadori, 1900",Grey-breasted Parakeet,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pyrrhura Bonaparte, 1856')"
"Zosterops feae Salvadori, 1901",Sao Tome White-eye,1901,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zosterops Vigors & Horsfield, 1827')"
"Turdus xanthorhynchus Salvadori, 1901",Principe Thrush,1901,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Turdus Linnaeus, 1758')"
"Lophornis stictolophus Salvin & Elliot, DG, 1873",Spangled Coquette,1873,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lophornis Lesson, RP, 1829')"
"Campylopterus phainopeplus Salvin & Godman, 1879",Santa Marta Sabrewing,1879,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Campylopterus Swainson, 1827')"
"Ramphomicron dorsale Salvin & Godman, 1880",Black-backed Thornbill,1880,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ramphomicron Bonaparte, 1850')"
"Oxypogon cyanolaemus Salvin & Godman, 1880",Blue-bearded Helmetcrest,1880,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Oxypogon Gould, 1848')"
"Lophornis pavoninus Salvin & Godman, 1882",Peacock Coquette,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lophornis Lesson, RP, 1829')"
"Heliodoxa xanthogonys Salvin & Godman, 1882",Velvet-browed Brilliant,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Heliodoxa Gould, 1850')"
"Aulacorhynchus whitelianus Salvin & Godman, 1882",Tepui Toucanet,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aulacorhynchus Gould, 1835')"
"Platyrinchus saturatus Salvin & Godman, 1882",Cinnamon-crested Spadebill,1882,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Platyrinchus Desmarest, 1805')"
"Paradisaea decora Salvin & Godman, 1883",Goldies Bird-of-paradise,1883,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Paradisaea Linnaeus, 1758')"
"Microcerculus ustulatus Salvin & Godman, 1883",Flutist Wren,1883,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Microcerculus Salvin, 1861')"
"Thamnophilus insignis Salvin & Godman, 1884",Streak-backed Antshrike,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Thamnophilus Vieillot, 1816')"
"Elaenia olivina Salvin & Godman, 1884",Tepui Elaenia,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Elaenia Sundevall, 1836')"
"Pipreola whitelyi Salvin & Godman, 1884",Red-banded Fruiteater,1884,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pipreola Swainson, 1838')"
"Campylorhynchus chiapensis Salvin & Godman, 1891",Giant Wren,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Campylorhynchus Spix, 1824')"
"Quiscalus nicaraguensis Salvin & Godman, 1891",Nicaraguan Grackle,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Quiscalus Vieillot, 1816')"
"Thamnophilus atrinucha Salvin & Godman, 1892",Black-crowned Antshrike,1892,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Thamnophilus Vieillot, 1816')"
"Panyptila sanctihieronymi Salvin, 1863",Great Swallow-tailed Swift,1863,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Panyptila Cabanis, 1847')"
"Vireo pallens Salvin, 1863",Mangrove Vireo,1863,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Vireo Vieillot, 1808')"
"Cardellina versicolor Salvin, 1863",Pink-headed Warbler,1863,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cardellina Du Bus de Gisignies, 1849')"
"Odontophorus melanotis Salvin, 1865",Black-eared Wood Quail,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Odontophorus Vieillot, 1816')"
"Selasphorus flammula Salvin, 1865",Volcano Hummingbird,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Selasphorus Swainson, 1832')"
"Piprites griseiceps Salvin, 1865",Grey-headed Piprites,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Piprites Cabanis, 1847')"
"Carpodectes nitidus Salvin, 1865",Snowy Cotinga,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Carpodectes Salvin, 1865')"
"Myadestes melanops Salvin, 1865",Black-faced Solitaire,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myadestes Swainson, 1838')"
"Catharus gracilirostris Salvin, 1865",Black-billed Nightingale-Thrush,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Catharus Bonaparte, 1850')"
"Chlorospingus pileatus Salvin, 1865",Sooty-capped Chlorospingus,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chlorospingus Cabanis, 1851')"
"Lanio leucothorax Salvin, 1865",White-throated Shrike-Tanager,1865,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lanio Vieillot, 1816')"
"Trogon clathratus Salvin, 1866",Lattice-tailed Trogon,1866,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Trogon Brisson, 1760')"
"Philydor fuscipenne Salvin, 1866",Slaty-winged Foliage-gleaner,1866,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Philydor Spix, 1824')"
"Dysithamnus puncticeps Salvin, 1866",Spot-crowned Antvireo,1866,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dysithamnus Cabanis, 1847')"
"Formicarius rufipectus Salvin, 1866",Rufous-breasted Antthrush,1866,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Formicarius Boddaert, 1783')"
"Chamaepetes unicolor Salvin, 1867",Black Guan,1867,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chamaepetes Wagler, 1832')"
"Odontophorus leucolaemus Salvin, 1867",Black-breasted Wood Quail,1867,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Odontophorus Vieillot, 1816')"
"Antrostomus saturatus Salvin, 1870",Dusky Nightjar,1870,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Antrostomus Bonaparte, 1838')"
"Chaetura fumosa Salvin, 1870",Costa Rican Swift,1870,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chaetura Stephens, 1826')"
"Lophornis adorabilis Salvin, 1870",White-crested Coquette,1870,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lophornis Lesson, RP, 1829')"
"Selasphorus ardens Salvin, 1870",Glow-throated Hummingbird,1870,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Selasphorus Swainson, 1832')"
"Melanerpes chrysauchen Salvin, 1870",Golden-naped Woodpecker,1870,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melanerpes Swainson, 1832')"
"Empidonax atriceps Salvin, 1870",Black-capped Flycatcher,1870,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Empidonax Cabanis, 1855')"
"Geothlypis chiriquensis Salvin, 1872",Chiriqui Yellowthroat,1872,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Geothlypis Cabanis, 1847')"
"Penelope ortoni Salvin, 1874",Baudo Guan,1874,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Penelope Merrem, 1786')"
"Capito squamatus Salvin, 1876",Orange-fronted Barbet,1876,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Capito Vieillot, 1816')"
"Phainoptila melanoxantha Salvin, 1877",Black-and-yellow Phainoptila,1877,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phainoptila Salvin, 1877')"
"Geothlypis auricularis Salvin, 1883",Black-lored Yellowthroat,1883,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Geothlypis Cabanis, 1847')"
"Herpsilochmus sticturus Salvin, 1885",Spot-tailed Antwren,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Herpsilochmus Cabanis, 1847')"
"Turdus murinus Salvin, 1885",Pantepui Thrush,1885,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Turdus Linnaeus, 1758')"
"Polyerata decora Salvin, 1891",Charming Hummingbird,1891,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Polyerata Heine, 1863')"
